0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"99" 6
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"100" 6
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"101" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"102" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"103" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"104" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"105" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"106" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"107" 2
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"108" 6
0        0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"109" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"110" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"111" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"112" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"113" 5
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"114" 6
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"115" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"116" 2
0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"117" 8
0        0        0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        	"118" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"119" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"120" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"121" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"122" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"123" 5
0        -1        0        0        0        0        0        0        0        -1        0        0        0        0        0        1        0        0        1        	"124" 9
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"125" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"126" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"127" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"128" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"129" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"130" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"131" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"132" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"133" 5
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"134" 6
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"135" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"136" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"137" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"138" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"139" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"140" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"141" 2
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"142" 6
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"143" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"144" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"145" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"146" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"147" 2
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"148" 6
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"149" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"150" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"151" 2
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"152" 6
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"153" 5
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"154" 6
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"155" 5
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"156" 6
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"157" 5
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"158" 6
0        0        0        -1        0        0        0        0        0        -1        0        0        0        0        0        1        0        0        1        	"159" 9
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"160" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"161" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"162" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"163" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"164" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"165" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"166" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"167" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"168" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"169" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"170" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"171" 5
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"172" 6
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"173" 6
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"174" 6
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"175" 6
0        0        0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        1        	"176" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"177" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"178" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"179" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"180" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"181" 5
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"182" 6
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"183" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"184" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"185" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"186" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"187" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"188" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"189" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"190" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"191" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"192" 5
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"193" 6
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"194" 6
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"195" 5
0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"196" 8
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"197" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"198" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"199" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        0        0        1        	"200" 1
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"201" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"202" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"203" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"204" 2
0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"205" 8
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"206" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"207" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"208" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"209" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"210" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"211" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"212" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"213" 2
-1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"214" 3
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"215" 6
-1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"216" 3
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"217" 6
0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"218" 8
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"219" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"220" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"221" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"222" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"223" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"224" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"225" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"226" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"227" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"228" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"229" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"230" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"231" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"232" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"233" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"234" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"235" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"236" 2
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"237" 2
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"238" 6
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"239" 5
0        0        0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        1        	"240" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"241" 5
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"242" 5
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"243" 6
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        	"244" 2
0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"245" 8
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"246" 5
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"247" 6
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"248" 5
0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"249" 8
0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"250" 5
0        0        0        -1        0        0        0        0        0        0        0        0        0        0        0        0        0        0        1        	"251" 6
