NM_207421	OK	0	7.31918	5e-05	0.000150478	yes
NM_001202554	OK	1.33433	5.03872	0.0004	0.000973473	yes
NM_017837	OK	1.33433	5.03872	0.0004	0.000973473	yes
NM_001039477	OK	2.9248	6.55385	0.0008	0.00189962	yes
NM_001105556	OK	2.9248	6.55385	0.0008	0.00189962	yes
NM_004848	OK	2.9248	6.55385	0.0008	0.00189962	yes
NM_001009568	OK	1.2697	4.37067	0.00315	0.00623429	yes
NM_014474	OK	1.2697	4.37067	0.00315	0.00623429	yes
NM_001525	OK	1.84824	8.26524	0.00105	0.00216917	yes
NM_001198972	OK	5.21279	7.20283	0.00145	0.00296216	yes
NM_001198973	OK	5.21279	7.20283	0.00145	0.00296216	yes
NM_020888	OK	5.21279	7.20283	0.00145	0.00296216	yes
NM_152493	OK	3.12167	5.59672	0.0044	0.0085762	yes
NM_178548	OK	1.7981	3.98445	5e-05	0.000150478	yes
NM_001162530	OK	4.22312	9.13171	5e-05	0.000150478	yes
NM_024676	OK	4.22312	9.13171	5e-05	0.000150478	yes
NM_003462	OK	2.14786	6.71918	5e-05	0.000150478	yes
NM_001242750	OK	1.24509	6.0833	0.0291	0.0493831	yes
NM_001136215	OK	1.71589	3.72025	0.0122	0.0225794	yes
NM_057090	OK	1.71589	3.72025	0.0122	0.0225794	yes
NM_057091	OK	1.71589	3.72025	0.0122	0.0225794	yes
NM_152499	OK	0.652927	6.97786	0.01265	0.0233664	yes
NM_004073	OK	3.07797	6.36451	0.0005	0.00120678	yes
NM_001136537	OK	0.450851	3.71959	0.0054	0.0104357	yes
NM_174936	OK	0.479678	9.42355	5e-05	0.000150478	yes
NM_013339	OK	14.8181	17.1992	0.023	0.0398412	yes
NM_001258214	OK	11.0859	44.7049	5e-05	0.000150478	yes
NM_001258215	OK	11.0859	44.7049	5e-05	0.000150478	yes
NM_001258216	OK	11.0859	44.7049	5e-05	0.000150478	yes
NM_001559	OK	11.0859	44.7049	5e-05	0.000150478	yes
NM_001031693	OK	4.57287	14.0407	0.0004	0.000973473	yes
NM_001036645	OK	4.57287	14.0407	0.0004	0.000973473	yes
NM_001036646	OK	4.57287	14.0407	0.0004	0.000973473	yes
NR_038420	OK	0.618208	3.11898	0.02375	0.0410677	yes
NM_012093	OK	1.74926	8.24927	5e-05	0.000150478	yes
NM_174858	OK	1.74926	8.24927	5e-05	0.000150478	yes
-	OK	0	3.94714	5e-05	0.000150478	yes
NR_026985	OK	0.314303	4.73789	0.0002	0.000581673	yes
NR_026986	OK	0.314303	4.73789	0.0002	0.000581673	yes
NR_026987	OK	0.314303	4.73789	0.0002	0.000581673	yes
NR_026988	OK	0.314303	4.73789	0.0002	0.000581673	yes
NR_026989	OK	0.314303	4.73789	0.0002	0.000581673	yes
NM_001012425	OK	2.09453	7.18887	0.00565	0.0108905	yes
NR_030279	OK	11.3749	385.597	0.0039	0.00764563	yes
NM_001144937	OK	0.449525	26.6549	5e-05	0.000150478	yes
NM_001408	OK	2.13524	12.9316	5e-05	0.000150478	yes
NM_000850	OK	0.30883	2.98785	0.01305	0.0239196	yes
NM_147148	OK	0.30883	2.98785	0.01305	0.0239196	yes
NM_004185	OK	0.877025	3.41202	0.00375	0.00736523	yes
NM_024494	OK	0.877025	3.41202	0.00375	0.00736523	yes
NM_001130079	OK	5.01861	11.9305	5e-05	0.000150478	yes
NM_020963	OK	5.01861	11.9305	5e-05	0.000150478	yes
NM_020190	OK	0	3.24809	5e-05	0.000150478	yes
NM_001256106	OK	1.01291	2.65335	0.00075	0.00178571	yes
NM_001256109	OK	1.01291	2.65335	0.00075	0.00178571	yes
NM_001256111	OK	1.01291	2.65335	0.00075	0.00178571	yes
NM_004258	OK	1.01291	2.65335	0.00075	0.00178571	yes
NM_003637	OK	0.753279	6.42082	5e-05	0.000150478	yes
NM_001201325	OK	4.18987	14.2708	5e-05	0.000150478	yes
NM_001201326	OK	4.18987	14.2708	5e-05	0.000150478	yes
NM_002614	OK	4.18987	14.2708	5e-05	0.000150478	yes
NM_001202858	OK	1.54593	5.47107	0.0001	0.000296499	yes
NM_004425	OK	1.54593	5.47107	0.0001	0.000296499	yes
NM_022664	OK	1.54593	5.47107	0.0001	0.000296499	yes
NM_003568	OK	0.449384	2.98278	0.0244	0.0420348	yes
NM_024330	OK	0.663716	3.77362	0.0001	0.000296499	yes
NM_000748	OK	1.94296	14.6336	5e-05	0.000150478	yes
NM_001252406	OK	2.01988	6.27729	5e-05	0.000150478	yes
NM_001256455	OK	2.01988	6.27729	5e-05	0.000150478	yes
NM_001105203	OK	9.21986	12.1698	0.01075	0.0200531	yes
NM_001105204	OK	9.21986	12.1698	0.01075	0.0200531	yes
NM_001105205	OK	9.21986	12.1698	0.01075	0.0200531	yes
NM_001278227	OK	9.21986	12.1698	0.01075	0.0200531	yes
NM_001278228	OK	9.21986	12.1698	0.01075	0.0200531	yes
NM_001278229	OK	9.21986	12.1698	0.01075	0.0200531	yes
NM_001278230	OK	9.21986	12.1698	0.01075	0.0200531	yes
NM_014328	OK	9.21986	12.1698	0.01075	0.0200531	yes
NM_152280	OK	1.75691	4.6872	5e-05	0.000150478	yes
NM_032323	OK	3.43619	8.4155	5e-05	0.000150478	yes
NM_001080471	OK	0.214244	4.98717	0.0021	0.00422921	yes
NM_144702	OK	2.38652	5.00217	0.0023	0.00461108	yes
NM_001001734	OK	0	2.88624	5e-05	0.000150478	yes
NM_144699	OK	0	2.88624	5e-05	0.000150478	yes
NM_001231	OK	0.586786	9.31128	5e-05	0.000150478	yes
NM_001014796	OK	2.02094	5.57962	5e-05	0.000150478	yes
NM_006182	OK	2.02094	5.57962	5e-05	0.000150478	yes
NM_144696	OK	0.355614	4.58812	0.0088	0.0166049	yes
